Year,Speaker,Presentation_Type,Title,Keywords
2016,Przemyslaw Biecek,Contributed talk,How to use the archivist package to boost reproducibility of your research,Reproducible research
2016,John David Fox,Contributed talk,"Visualizing Simultaneous Linear Equations, Geometric Vectors, and Least-Squares Regression with the matlib Package for R",Kaleidoscope
2016,Becca Wilson,Contributed talk,DataSHIELD: Taking the analysis to the data,Kaleidoscope
2016,Sofie Pødenphant Jensen,Contributed talk,mumm: An R-package for fitting multiplicative mixed models using the Template Model Builder (TMB),Generalized and mixed models
2016,Rasmus Bååth,Contributed talk,bayesboot: An R package for easy Bayesian bootstrapping,Kaleidoscope
2016,Hannes Mühleisen,Contributed talk,Efficient tabular data ingestion and manipulation with MonetDBLite,Database
2016,Karl W Broman,Contributed talk,R/qtl: Just Barely Sustainable,Bioinformatics
2016,Anqi Fu,Contributed talk,CVXR: An R Package for Modeling Convex Optimization Problems,Kaleidoscope
2016,Xinwei Xue,Contributed talk,When will this machine fail?,Miscellaneous
2016,Torsten Hothorn,Contributed talk,Most Likely Transformations,Kaleidoscope
2016,Szilard Pafka,Contributed talk,Size of Datasets for Analytics and Implications for R,Performance
2016,Mikkel Meyer Andersen,Contributed talk,Statistics and R in Forensic Genetics,Kaleidoscope
2016,Jason C. Fisher,Contributed talk,"A Case Study in Reproducible Model Building: Simulating Groundwater Flow in the Wood River Valley Aquifer System, Idaho",Case study
2016,Colin Stevenson Gillespie,Contributed talk,Crowd sourced benchmarks,Miscellaneous
2016,Ryota Suzuki,Contributed talk,R AnalyticFlow 3: Interactive Data Analysis GUI for R,Interactive
2016,John Lam,Contributed talk,A Lap Around R Tools for Visual Studio,Kaleidoscope
2016,Hannah Frick,Contributed talk,trackeR: Infrastructure for Running and Cycling Data from GPS-Enabled Tracking Devices in R,Kaleidoscope
2016,Mark van der Loo,Contributed talk,Data validation infrastructure: the validate package,Analytics
2016,Heidi Seibold,Contributed talk,Predicting individual treatment effects,Bioinformatics
2016,Johanna Hardin,Contributed talk,Dynamic Data in the Statistics Classroom,Teaching
2016,Hana Sevcikova,Contributed talk,United Nations World Population Projections with R,Kaleidoscope
2016,Peter John Baker,Contributed talk,GNU make for reproducible data analysis using R and other statistical software,Reproducible research
2016,David Garrett Robinson,Contributed talk,broom: Converting statistical models to tidy data frames,Miscellaneous
2016,Henrik Bengtsson,Contributed talk,A Future for R,Miscellaneous
2016,Robin Hankin,Contributed talk,introducing the permutations package,Miscellaneous
2016,Mine Cetinkaya-Rundel,Contributed talk,A first-year undergraduate data science course,Teaching
2016,Davide Martinetti,Contributed talk,SpatialProbit for fast and accurate spatial probit estimations,Spatial
2016,Elisabeth Eva britt Dahlqwist,Contributed talk,"AF a new package for estimating the attributable fraction",Kaleidoscope
2016,Dirk Duellmann,Contributed talk,"Adding R, Jupyter and Spark to the toolset for understanding the complex computing systems at CERN's Large Hadron Collider",Kaleidoscope
2016,Ali Abbas,Contributed talk,A spatial policy tool for cycling potential in England,Spatial
2016,Oliver Bracht,Contributed talk,Implementing R in old economy companies: From proof-of-concept to production,R in business
2016,Goknur Giner,Contributed talk,Fry:  A Fast Interactive Biological Pathway Miner,Bioinformatics
2016,Per Bruun Brockhoff,Contributed talk,Visualizing multifactorial and multi-attribute effect sizes in linear mixed models with a view towards sensometrics.,Generalized and mixed models
2016,Rachel Lynne Wilkerson,Contributed talk,Modeling Food Policy Decision Analysis with an Interactive Bayesian Network in Shiny,Case study
2016,Roger Bivand,Contributed talk,"Revisiting the Boston data set (Harrison and Rubinfeld, 1978)",Spatial
2016,Alessio Crippa,Contributed talk,Meta-Analysis of Epidemiological Dose-Response Studies with the dosresmeta R package,Bioinformatics
2016,Ben Weber,Contributed talk,RServer: Operationalizing R at Electronic Arts,Analytics
2016,Arun Srinivasan,Contributed talk,Efficient in-memory non-equi joins using data.table,Database
2016,Andrew Williams Flowers,Contributed talk,FiveThirtyEight's Data Journalism Workflow With R,Kaleidoscope
2016,Andrew M Redd,Contributed talk,Rethinking R Documentation: an extension of the lint package,Miscellaneous
2016,Jacob Bien,Contributed talk,The simulator: An Engine for Streamlining Simulations,Reproducible research
2016,David Mark Smith,Contributed talk,R at Microsoft,Sponsor
2016,Erik Scott Wright,Contributed talk,Analysis of big biological sequence datasets using the DECIPHER package,Bioinformatics
2016,Ramnath Vaidyanathan,Contributed talk,Htmlwidgets:  Power of Javascript in R,R & other languages
2016,Daniel Stein Falster,Contributed talk,The challenge of combining 176 x #otherpeoplesdata to create the Biomass And Allometry Database (BAAD),Kaleidoscope
2016,Jan Vitek,Contributed talk,What can R learn from Julia,R & other languages
2016,Karl Millar,Contributed talk,Rho: High Performance R,Kaleidoscope
2016,Christopher J. Paciorek,Contributed talk,Compiling parts of R using the NIMBLE system for programming algorithms,Bayesian
2016,Gabriel Becker,Contributed talk,viztrackr: Tracking and discovering plots via automatic semantic annotations,Graphics
2016,Thibaut Jombart,Contributed talk,On the emergence of R as a platform for emergency outbreak response,Kaleidoscope
2016,John Kloke,Contributed talk,Big Data Algorithms for Rank-based Estimation,Statistics & Big Data
2016,Jason M Bryer,Contributed talk,Using Shiny for Formative Assessments,Teaching
2016,David A James,Contributed talk,An embedded domain-specific language for ODE-based drug-disease modeling and simulation,Bioinformatics
2016,Nikola Kasprikova,Contributed talk,Calculation and economic evaluation of acceptance sampling plans,Statistical Methods & Application
2016,Alberto Martin Zamora,Contributed talk,R: The last line of defense against bad debt.,R in business
2016,Martyn Plummer,Contributed talk,Bayesian analysis of generalized linear mixed models with JAGS,Bayesian
2016,George Gerald Vega Yon,Contributed talk,Network Diffusion of Innovations in R: Introducing netdiffuseR,Kaleidoscope
2016,Finbarr Timbers,Contributed talk,Automating our work away: one consulting firm's experience with KnitR.,R in business
2016,Brandon LeBeau,Contributed talk,Simulation and power analysis of generalized linear mixed models,Generalized and mixed models
2016,Richard James Cotton,Contributed talk,Run-time Testing Using assertive,Packages and Development
2016,Patricia Martinkova,Contributed talk,Detection of Differential Item Functioning with difNLR function,Regression
2016,Giorgio Maria Di Nunzio,Contributed talk,"Interactive Naive Bayes using Shiny: Text Retrieval, Classification, Quantification",Machine Learning
2016,Tong He,Contributed talk,xgboost: An R package for Fast and Accurate Gradient Boosting,Machine Learning
2016,Helena Kotthaus,Contributed talk,Resource-Aware Scheduling Strategies for Parallel Machine Learning R Programs though RAMBO,Performance
2016,Gábor Csárdi,Contributed talk,Tools for Robust R Packages,Packages and Development
2016,Helen Elizabeth Ogden,Contributed talk,Approximate inference in R: a case study with GLMMs and glmmsr,Generalized and mixed models
2016,Paul H Schuette,Contributed talk,Using R in a regulatory environment: FDA experiences.,Kaleidoscope
2016,Benno Süselbeck,Contributed talk,How to do one's taxes with R,Kaleidoscope
2016,Kate Ross-Smith,Contributed talk,How can I get everyone else in my organisation to love R as much as I do?,R in business
2016,Filip Schouwenaars,Contributed talk,Revolutionize how you teach and blog: add interactivity,Teaching
2016,Barret Schloerke,Contributed talk,ggduo: Pairs plot for two group data,Graphics
2016,Michael Rustler,Contributed talk,Wrap your model in an R package!,Case study
2016,Jorge Alberto Miranda,Contributed talk,Classifying Murderers in Imbalanced Data Using randomForest,Kaleidoscope
2016,Tanya Tickel Schlusser,Contributed talk,Using Jupyter notebooks with R in the classroom,Teaching
2016,Dirk Eddelbuettel,Contributed talk,Extending CRAN packages with binaries: x13binary,Packages and Development
2016,Jenny Bryan,Contributed talk,"jailbreakr: Get out of Excel, free",Kaleidoscope
2016,Klaus Peter Schliep,Contributed talk,The phangorn package: estimating and comparing phylogenetic trees,Bioinformatics
2016,Michel Lang,Contributed talk,Checkmate: Fast and Versatile Argument Checks,Packages and Development
2016,Eduardo Ariño de la Rubia,Contributed talk,Providing Digital Provenance: from Modeling through Production,Reproducible research
2016,Tal Galili,Contributed talk,Heatmaps in R: Overview and Best Practices,Statistical Methods & Application
2016,Virgilio Gómez-Rubio,Contributed talk,Fitting Complex Bayesian Models with R-INLA and MCMC,Bayesian
2016,Gopi Kumar,Contributed talk,Exploring the R / SQL boundary,Database
2016,Pooja Rajkumar,Contributed talk,Rectools: An Advanced Recommender System,Machine Learning
2016,Bradley Russell Buchsbaum,Contributed talk,Multivoxel Pattern Analysis of fMRI Data,Bioinformatics
2016,William K. Cornwell,Contributed talk,Colour schemes in data visualisation: Bias and Precision,Kaleidoscope
2016,Hafen Paul Ryan,Contributed talk,"rbokeh: A Simple, Flexible, Declarative Framework for Interactive Graphics",Graphics
2016,Julia Anne Fukuyama,Contributed talk,Phylogenetically informed analysis of microbiome data using adaptive gPCA in R,Statistical Methods & Application
2016,Jonathan Adams,Contributed talk,Grid Computing in R with Easy Scalability,Performance
2016,Da Zheng,Contributed talk,"FlashR: Enable Parallel, Scalable Data Analysis in R",Performance
2016,Edzer Pebesma,Contributed talk,Spatial data in R: simple features and future perspectives,Spatial
2016,Lukas Stadler,Contributed talk,"Zero-overhead integration of R, JS, Ruby and C/C++",R & other languages
2016,Thomas Petzoldt,Contributed talk,Differential equation-based models in R: An approach to simplicity and performance,Miscellaneous
2016,Ioannis Kosmidis,Contributed talk,brglm: Reduced-bias inference in generalized linear models,Generalized and mixed models
2016,Latifa Bouabdillah,Contributed talk,"RosettaHUB-Sheets, a programmable, collaborative web-based spreadsheet for R, Python and Spark",R & other languages
2016,Stuart Bailey,Contributed talk,Helping R Stay in the Lead by Deploying Models with PFA,Miscellaneous
2016,Wei-Chen Chen,Contributed talk,Interactive Terabytes with pbdR,Performance
2016,Michael Andrew Levy,Contributed talk,Teaching R to 200 people in a week,Teaching
2016,Richard Becker,Keynote,Forty years of S,NA
2016,Hadley Wickham,Keynote,Towards a grammar of interactive graphics,NA
2016,Deborah Nolan,Keynote,Statistical Thinking in a Data Science Course,NA
2016,Donald Knuth,Keynote,Literate Programming,NA
2016,Daniela Witten,Keynote,Flexible and Interpretable Regression Using Convex Penalties,NA
2016,Simon Urbanek,Keynote,RCloud - Collaborative Environment for Visualization and Big Data Analytics,NA
2016,Virgilio Gómez-Rubio,Tutorial,Small Area Estimation with R,NA
2016,Erin LeDell,Tutorial,Machine Learning Algorithmic Deep Dive,NA
2016,Tess Calvez,Tutorial,Time-to-Event Modeling as the Foundation of Multi-Channel Revenue Attribution,NA
2016,"Sanjiv Das, Karthik Mokashi",Tutorial,"MoRe than woRds, Text and Context: Language Analytics in Finance with R",NA
2016,Yihui Xie,Tutorial,Dynamic Documents with R Markdown,NA
2016,Edzer Pebesma,Tutorial,"Handling and analyzing spatial, spatiotemporal and movement data",NA
2016,Max Kuhn,Tutorial,Never Tell Me the Odds! Machine Learning with Class Imbalances,NA
2016,Jennifer Bryan,Tutorial,"Using Git and GitHub with R, Rstudio, and R Markdown",NA
2016,Andrea S. Foulkes,Tutorial,Genome-wide association analysis and post-analytic interrogation with R,NA
2016,Joe Cheng,Tutorial,Effective Shiny Programming,NA
2016,"Karthik Ram, Garrett Grolemund, Scott Chamberlain",Tutorial,Extracting data from the web APIs and beyond,NA
2016,"Julie Josse, Francois Husson",Tutorial,Missing Value Imputation with R,NA
2016,Frank Harrell,Tutorial,Regression Modeling Strategies and the rms package,NA
2016,"Toby Dylan Hocking, Claus Thorn Ekstrom",Tutorial,Understanding and creating interactive graphics,NA
2016,"Andrie de Vries, Micheleen Harris",Tutorial,Using R with Jupyter notebooks for reproducible research,NA
2016,Ben Goodrich,Tutorial,An Introduction to Bayesian Inference using R Interfaces to Stan,NA
2016,"Shivaram Venkataraman, Hossein Falaki",Tutorial,Introduction to SparkR,NA
2016,"Matt Dowle, Arunkumar Srinivasan",Tutorial,Ninja moves with data.table - learn by doing in a cookbook style workshop,NA
2016,Joseph B. Rickert,R Initiatives,What's up with the R consortium?,NA
2016,Heather Turner,R Initiatives,Presentation of the Women in R task force,NA
2016,Gabriela de Queiroz,R Initiatives,R-Ladies Presentation 1,NA
2016,"Hannah Frick, Alice Daish",R Initiatives,R-Ladies Presentation 2,NA
2016,Tatjana Kecojevic,Contributed talk,Data Landscapes: a pragmatic and philosophical visualisation of the  sustainable urban landscape,Graphics
2016,Lou Bajuk-Yorgan,Contributed talk,Applying R in Streaming and Business Intelligence Applications,Analytics
2016,Lauren Ruth Samuels,Contributed talk,Visual Pruner: A Shiny app for cohort selection in observational studies,Interactive
2016,Brenda Betancourt,Poster,Community detection in multiplex networks : An application to the C. elegans neural network,Group 1
2016,Kevin Wayne Byron,Poster,Making Shiny Seaworthy: A weighted smoothing model for validating oceanographic data at sea.,Group 1
2016,Ali Mehdi Zaidi,Poster,DiLeMMa - Distributed Learning with Markov Chain Monte Carlo Algorithms with the ROAR Package,Group 1
2016,Kris Sankaran,Poster,mvarVis: An R package for Visualization of Multivariate Analysis Results,Group 1
2016,Douglas Friedman,Poster,Integrating R & Tableau,Group 1
2016,Brian Kreeger,Poster,A Large Scale Regression Model Incorporating Networks using Aster and R,Group 1
2016,Ganesh K Subramaniam,Poster,RCAP Designer: An RCloud Package to create Analytical Dashboards,Group 1
2016,Olga Scrivner,Poster,Bridging the Data Visualization to Digital Humanities gap: Introducing the Interactive Text Mining Suite,Group 1
2016,Amos Mbugua Thairu,Poster,Visualization of health and population indicators within urban African populations using R,Group 1
2016,Daniel Emaasit,Poster,Urban Mobility Modeling using R and Big Data from Mobile Phones,Group 1
2016,Simon Gajzler,Poster,Curde: Analytical curves detection,Group 1
2016,Ting-Wei Lin,Poster,Using R with Taiwan Government Open Data to create a tool for monitor the city's age-friendliness,Group 1
2016,Sarah Reehl,Poster,Visualizations and Machine Learning in R with Tessera and Shiny,Group 1
2016,Theophile Bigirumurame,Poster,R Shiny Application  for the Evaluation of Surrogacy in Clinical Trials,Group 1
2016,Rudolf Debelak,Poster,Using R in the evaluation of psychological tests,Group 1
2016,Richard M Heiberger,Poster,R Microplots in Tables with the latex() Function,Group 1
2016,Ewoud De Troyer,Poster,Applied Biclustering Using the BiclustGUI R Package,Group 1
2016,Thomas Edward Burk,Poster,Video Tutorials in Introductory Statistics Instruction,Group 1
2016,Soma Datta,Poster,MULTI-STAGE DECISION METHOD TO GENERATE RULES FOR STUDENT RETENTION,Group 1
2016,Adam Welc,Poster,High-performance R with FastR,Group 1
2016,Safe AOUINTI,Poster,IMGTStatClonotype: An R package with integrated web tool for pairwise evaluation and visualization of IMGT clonotype diversity and expression from IMGT/HighV-QUEST output,Group 1
2016,Hong Ooi,Poster,Writing a dplyr backend to support out-of-memory data for Microsoft R Server,Group 1
2016,Weizhuang Zhou,Poster,Imputing Gene Expression to Maximise Platform Compatibility,Group 1
2016,Ariel Shin,Poster,Statistics and R for Analysis of Elimination Tournaments,Group 1
2016,Jasmine Dumas,Poster,shinyGEO: a web application for analyzing Gene Expression Omnibus (GEO) datasets using shiny,Group 1
2016,Teck Kiang Tan,Poster,Sequence Analysis with Package TraMineR,Group 1
2016,Edwin de Jonge,Poster,"Daff: diff, patch and merge for data.frames",Group 1
2016,Theresa Scharl,Poster,Prediction of key parameters in the production of biopharmaceuticals using R,Group 1
2016,Rachel Lynne Wilkerson,Poster,Evaluating Food Insecurity Interventions with Bayesian Decision Analysis,Group 1
2016,Eina Ooka,Poster,All-inclusive but Practical Multivariate Stochastic Forecasting for Electric Utility Portfolio,Group 1
2016,Jörn Pons-Kühnemann,Poster,Teaching statistics to medical students with R and OpenCPU,Group 1
2016,Robert Anthony Muenchen,Poster,Helping Non-programmers Use R,Group 2
2016,Ruby Chiu-Hsing Weng,Poster,Bayesian inference for Internet ratings data using R,Group 2
2016,Ye Li,Poster,Partition-Assisted Clustering: Application to High-Dimensional Multi-Sample Single-Cell Data Analysis,Group 2
2016,Michael Anthony Wise,Poster,Energy prediction and load shaping for buildings,Group 2
2016,Giorgio Alfredo Spedicato,Poster,The markovchain R package,Group 2
2016,Longyi Bi,Poster,Time Flies - Use R to Analyze the Changing Airline Industry,Group 2
2016,Hannes Gislason,Poster,Logistic modelling of increased antibacterial resistance with sales,Group 2
2016,Alison Agnew Whipple,Poster,Analyzing and visualizing spatially and temporally variable floodplain inundation,Group 2
2016,Jim Porzak,Poster,Data Quality Profiling - The First Step with New Data,Group 2
2016,Jim Porzak,Poster,Plotting for Marketers - Seeing the Story,Group 2
2016,Toby Dylan Hocking,Poster,Reproducible research works_with_R,Group 2
2016,Stefan  Reuscher,Poster,Rapid development of shiny apps for in-house data mining in biological data,Group 2
2016,Myfanwy E. Johnston,Poster,Encounters of the Chinook kind: visualizing fish movement with R,Group 2
2016,Christopher David Desjardins,Poster,Profile Analysis of Multivariate Data Using the  profileR Package,Group 2
2016,Martin Sill,Poster,Data Analysis Pipeline for the Molecular Diagnosis of Brain Tumors,Group 2
2016,Matthew David Poti,Poster,Giving a boost to renewable energy development: predicting reef fish community distributions in the Main Hawaiian Islands using boosted regression trees,Group 2
2016,Kara Downey,Poster,Developing R Tools for Energy Data Analysis,Group 2
2016,Jefferson Davis,Poster,Presidential Rankings: Visualization and Comparisons,Group 2
2016,Pravin Ravishanker,Poster,"ALZCan: Predicting Future Onset of Alzheimer's Using Gender, Genetics, Cognitive Tests, CSF Biomarkers, and Resting State fMRI Brain Imaging",Group 2
2016,Davor Cubranic,Poster,Web-based automated personalized homework with WebWork and R,Group 2
2016,Karim Chine,Poster,"ROSETTAHUB, the next generation data science platform",Group 2
2016,Earvin Balderama,Poster,hurdlr: An R package for zero-inflated and over-dispersed count data,Group 2
2016,Rebecca Zabel Krouse,Poster,The Use of Ensemble Learning Methods in Open Source Data Challenges,Group 2
2016,Marcos Miguel Prunello,Poster,MethylMix 2.0: a bivariate Gaussian mixture model for identifying methylation driven genes,Group 2
2016,Scott Alan Chamberlain,Poster,request: A DSL for http requests,Group 2
2016,Pavel Bo?ek,Poster,Multiple-Output Quantile Regression in R,Group 2
2016,Emilio L. Cano,Poster,Monitoring nonlinear profiles with R: an application to Quality Control,Group 2
2016,Michael A Carson,Poster,Approaches to R education in Canadian universities,Group 2
2016,Ram Barankin,Poster,Social Vulnerability to Climate Change: Automation and Validation of Indices,Group 2
2016,Andreea Loredana Moldovan,Poster,"Educational Disparities, Biomedical Efficacy and Science Knowledge Gaps: can the Internet help us reduce these inequalities?",Group 2
